Original Filename,Modified Filename,Category,Source URL,License,License URL,Author,Author URL,Modifications,Additional Notes,Original Width,Original Height,Original # Colors,Modified Width,Modified Height,Modified # Colors
"Seattle_Great_Wheel,_Seattle,_Washington,_Estados_Unidos,_2017-09-02,_DD_16",seattle_great_wheel,Places,"https://commons.wikimedia.org/wiki/File:Seattle_Great_Wheel,_Seattle,_Washington,_Estados_Unidos,_2017-09-02,_DD_16.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Diego Delso,http://delso.photo/,"Format Conversion, Renaming, Resizing",None,4609,5826,1321121,512,768,152085
"A_Dupatta_Store_in_Aziz_Super_Market,_Dhaka_07-01-2019",shawls,Objects,"https://commons.wikimedia.org/wiki/File:A_Dupatta_Store_in_Aziz_Super_Market,_Dhaka_07-01-2019.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Shahidul Hasan Roman,https://commons.wikimedia.org/wiki/User:Shahidul_Hasan_Roman,"Format Conversion, Renaming, Resizing",None,2226,3614,1284297,512,768,255458
bag-bags-shop-shopping-commercial-advertising-1642147-pxhere.com,shopping_bags,Objects,https://pxhere.com/en/photo/1642147,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4633,3089,48378,768,512,13752
Siberian_Tiger_by_Malene_Th,siberian_tiger,Animals,https://commons.wikimedia.org/wiki/File:Siberian_Tiger_by_Malene_Th.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Malene Thyssen,https://commons.wikimedia.org/wiki/User:Malene,"Format Conversion, Renaming, Resizing",None,651,1000,122655,512,768,133564
Quebec_Sprint_Cross-country_Skiing_World_Cup_2012_(4)_V2,skiers,People,https://commons.wikimedia.org/wiki/File:Quebec_Sprint_Cross-country_Skiing_World_Cup_2012_(4)_V2.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/deed.en,Antoine Letarte,https://commons.wikimedia.org/wiki/User:Letartean,"Format Conversion, Renaming, Resizing",None,2957,1959,494540,768,512,160278
Bumbu_dan_Rempah_-_rempah,spices,Food,https://commons.wikimedia.org/wiki/File:Bumbu_dan_Rempah_-_rempah.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Galeri ega,https://commons.wikimedia.org/w/index.php?title=User:Galeri_ega&action=edit&redlink=1,"Format Conversion, Renaming, Resizing",None,5483,3655,505149,768,512,214873
sport-bicycle-bike-vehicle-friendship-sports-equipment-869525-pxhere.com,sports_bicycles,Vehicles,https://pxhere.com/en/photo/869525,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,3122,2279,855108,768,512,281799
Aratinga_solstitialis_-_Loro_Parque_01,sun_parakeet,Animals,https://commons.wikimedia.org/wiki/File:Aratinga_solstitialis_-_Loro_Parque_01.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,H. Zell,https://commons.wikimedia.org/wiki/User:Llez,"Format Conversion, Renaming, Resizing",None,6000,4000,420267,768,512,163407
computer-mobile-hand-apple-creative-cloud-1234394-pxhere.com,tablet,Objects,https://pxhere.com/en/photo/1234394,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4288,2848,194026,768,512,42279
Karachi_-_Pakistan-market,textile_market,Places,https://commons.wikimedia.org/wiki/File:Karachi_-_Pakistan-market.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/deed.en,"Steve Evans from Bangalore, India",https://www.flickr.com/photos/64749744@N00,"Format Conversion, Renaming, Resizing",None,947,720,256782,768,512,244659
01-01-2014_-_Messeturm_-_trade_fair_tower_-_Frankfurt-_Germany_-_01,trade_fair_tower,Places,https://commons.wikimedia.org/wiki/File:01-01-2014_-_Messeturm_-_trade_fair_tower_-_Frankfurt-_Germany_-_01.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Norbert Nagel,https://commons.wikimedia.org/wiki/User:NorbertNagel,"Format Conversion, Renaming, Resizing",None,3661,6001,150662,512,768,72299
pedestrian-road-traffic-street-car-city-1408445-pxhere.com,traffic,Vehicles,https://pxhere.com/en/photo/1408445,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5456,3632,844858,768,512,185326
blossom-plant-field-meadow-flower-petal-823434-pxhere.com,tulip_field,Plants,https://pxhere.com/en/photo/823434,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4119,2539,1072984,768,512,252851
Umbrellas_at_Caudan_Waterfront_Mall,umbrellas,Objects,https://commons.wikimedia.org/wiki/File:Umbrellas_at_Caudan_Waterfront_Mall.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Martin Falbisoner,https://commons.wikimedia.org/wiki/User:Martin_Falbisoner,"Format Conversion, Renaming, Resizing",None,4798,3009,958227,768,512,217673
Vegetarian_Pizza,veggie_pizza,Food,https://commons.wikimedia.org/wiki/File:Vegetarian_Pizza.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Petar Milošević,https://commons.wikimedia.org/wiki/User:PetarM,"Format Conversion, Renaming, Resizing",None,4216,3344,653813,768,512,120212
_boost_your_immune_system_-vegetables,veggies,Food,https://commons.wikimedia.org/wiki/File:%22boost_your_immune_system%22-vegetables.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Preston Keres,https://www.flickr.com/photos/usdagov/37069644556/,"Format Conversion, Renaming, Resizing",None,2500,1666,404005,768,512,189051
Urban_Pearls_Of_Venetian_Lagoon_(108454037),venetian_lagoon,Places,https://commons.wikimedia.org/wiki/File:Urban_Pearls_Of_Venetian_Lagoon_(108454037).jpeg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/deed.en,Antonio Careses,https://500px.com/p/maestr0?view=photos,"Format Conversion, Renaming, Resizing",None,2048,1365,290403,768,512,162254
car-vintage-antique-automobile-retro-old-756539-pxhere.com,vintage_cars,Vehicles,https://pxhere.com/en/photo/756539,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4000,3000,710354,768,512,194228
bird-wood-white-play-green-red-791279-pxhere.com,wooden_toys,Objects,https://pxhere.com/en/photo/791279,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,2827,1854,319059,768,512,107776
Anthidium_February_2008-1,wool_carder_bee,Animals,https://commons.wikimedia.org/wiki/File:Anthidium_February_2008-1.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Joaquim Alves Gaspar,https://commons.wikimedia.org/wiki/User:Alvesgaspar,"Format Conversion, Renaming, Resizing",None,1857,1486,438469,768,512,239602
"Yasaka-dori_early_morning_with_street_lanterns_and_the_Tower_of_Yasaka_(Hokan-ji_Temple),_Kyoto,_Japan",yasaka_pagoda,Places,"https://commons.wikimedia.org/wiki/File:Yasaka-dori_early_morning_with_street_lanterns_and_the_Tower_of_Yasaka_(Hokan-ji_Temple),_Kyoto,_Japan.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Basile Morin,https://commons.wikimedia.org/wiki/User:Basile_Morin,"Format Conversion, Renaming, Resizing",None,5550,3700,256245,768,512,102729
